record_id,state,district,year,population,gdp_million,unemployment_rate,literacy_rate,public_health_expenditure_million,crime_rate_per_100k
2530,Punjab,District_233,2015,2203635,41696.35,12.89,83.66,8475.18,984.32
2531,West Bengal,District_151,2012,2528036,20731.86,17.62,52.43,1705.64,934.11
2532,Telangana,District_277,2018,246411,54042.41,24.12,76.04,8852.58,67.72
2533,Nagaland,District_229,2024,1698766,29333.2,7.26,66.86,816.48,198.81
2534,Mizoram,District_171,2013,231218,38532.88,18.63,52.14,229.02,1084.12
2535,Odisha,District_223,2013,1333467,45429.35,11.23,93.3,7089.63,465.08
2536,Himachal Pradesh,District_213,2017,955414,54902.52,16.49,66.13,1065.3,1487.54
2537,Bihar,District_282,2016,2778727,4813.53,10.46,75.93,8658.03,469.41
2538,Uttar Pradesh,District_41,2024,1608239,44396.54,17.85,55.18,6212.78,504.19
2539,Rajasthan,District_122,2016,932580,34498.82,8.77,60.81,3309.88,629.79
2540,Arunachal Pradesh,District_227,2019,908044,10709.87,12.46,42.94,2772.82,1241.66
2541,Bihar,District_294,2016,1426261,16650.85,17.87,68.99,819.37,836.38
2542,Arunachal Pradesh,District_88,2019,171321,70712.37,1.55,60.69,6867.2,1286.01
2543,Manipur,District_267,2020,211690,69743.36,8.54,59.76,9170.28,641.38
2544,Arunachal Pradesh,District_29,2014,2092745,2676.09,13.88,93.4,7567.74,912.81
2545,Bihar,District_247,2024,2667104,55155.23,2.32,82.23,6193.98,7.92
2546,Goa,District_244,2016,2056125,44339.44,17.73,67.44,1187.17,863.75
2547,Gujarat,District_61,2013,2553653,75185.87,20.43,51.72,8276.31,121.7
2548,Jharkhand,District_147,2017,2030039,72641.38,4.5,98.4,9653.84,290.33
2549,Odisha,District_174,2018,470802,46369.16,18.47,44.49,2628.25,1496.31
2550,Odisha,District_278,2022,2665219,11125.0,16.33,48.17,4203.69,956.13
2551,Uttar Pradesh,District_142,2021,2423608,36790.6,10.57,56.22,140.61,1304.01
2552,Sikkim,District_44,2012,184170,58015.9,4.54,97.27,8319.06,86.93
2553,Delhi,District_144,2016,540702,76139.41,23.89,56.73,207.55,577.46
2554,Kerala,District_55,2021,1462668,29112.71,11.87,69.49,4865.13,1293.8
2555,Assam,District_161,2019,2881863,62775.87,5.0,85.67,5764.74,616.77
2556,Madhya Pradesh,District_285,2018,2897782,54670.43,18.1,95.75,555.51,381.19
2557,Nagaland,District_198,2010,2725964,6272.64,15.39,76.31,1756.76,722.0
2558,Haryana,District_159,2011,173501,44642.57,20.5,63.06,7908.36,706.94
2559,Rajasthan,District_80,2016,2836213,14688.87,24.9,99.13,2525.41,1486.04
2560,Manipur,District_31,2024,1269439,54687.11,1.6,41.57,7247.25,532.4
2561,Andhra Pradesh,District_112,2022,390537,48810.69,18.61,89.93,7491.9,1436.06
2562,Assam,District_46,2011,765669,77844.12,24.73,56.65,4073.24,1368.14
2563,Uttar Pradesh,District_205,2016,2360621,74831.26,13.69,89.05,637.6,674.82
2564,Haryana,District_52,2010,2747199,759.73,18.03,49.73,108.17,1417.53
2565,Bihar,District_138,2024,2696588,6411.55,11.31,60.81,4925.19,1093.59
2566,Meghalaya,District_74,2012,975413,61533.05,9.24,43.36,714.64,1327.63
2567,Jammu & Kashmir,District_41,2024,637457,54854.59,17.56,51.98,7264.75,1337.76
2568,Tamil Nadu,District_77,2014,36528,64077.64,24.71,76.17,3808.3,129.11
2569,Jharkhand,District_187,2023,508411,21352.53,2.75,85.69,6832.93,1345.34
2570,Kerala,District_52,2021,403169,67947.33,10.84,94.67,4081.68,734.88
2571,Maharashtra,District_87,2023,655016,35399.13,23.55,47.18,6283.4,955.92
2572,Maharashtra,District_109,2020,2712674,20960.06,3.26,48.43,8330.2,451.48
2573,Arunachal Pradesh,District_225,2015,2287039,858.51,16.45,96.33,8844.54,968.63
2574,Tamil Nadu,District_248,2024,1374841,69710.41,11.04,85.96,168.93,41.59
2575,Chhattisgarh,District_69,2022,1295497,42832.15,9.73,72.39,6455.09,557.4
2576,Chhattisgarh,District_120,2018,1337736,78030.81,5.63,68.6,5641.39,943.25
2577,Goa,District_67,2018,411464,57177.36,4.82,49.46,6370.42,296.11
2578,Madhya Pradesh,District_61,2012,1698048,6442.57,13.15,62.76,581.04,1009.26
2579,Himachal Pradesh,District_191,2023,2512644,47059.41,9.75,62.36,699.06,1243.49
2580,Jammu & Kashmir,District_189,2017,625832,1379.79,12.54,78.9,4969.85,56.97
2581,Sikkim,District_151,2022,1003179,44626.97,5.3,75.93,571.24,906.32
2582,West Bengal,District_286,2013,1757212,28022.63,9.08,43.58,7764.13,871.36
2583,Delhi,District_96,2016,1898459,51467.23,24.91,90.91,7724.79,1173.34
2584,Manipur,District_263,2015,2647969,43330.52,9.52,96.25,1173.33,1046.57
2585,Maharashtra,District_97,2017,2269238,20915.41,10.61,86.81,4550.63,682.48
2586,Telangana,District_113,2015,2746982,12996.43,0.99,50.7,5949.85,532.43
2587,Gujarat,District_125,2013,2722093,32382.87,9.83,50.33,8594.47,1478.49
2588,Tripura,District_132,2011,2017813,78947.04,19.2,83.57,9884.3,753.16
2589,Punjab,District_121,2016,1649845,34861.53,13.13,66.45,172.31,612.49
2590,Arunachal Pradesh,District_197,2020,600241,59905.48,16.6,86.73,4763.44,1489.51
2591,Gujarat,District_294,2024,1951678,4567.31,14.14,44.53,8032.87,271.57
2592,Goa,District_122,2022,2483135,30315.47,3.08,82.99,7958.67,280.01
2593,Mizoram,District_282,2020,1633533,46430.04,8.64,65.45,5418.38,1464.73
2594,Uttarakhand,District_260,2013,2007507,60098.21,17.51,41.86,1822.66,986.88
2595,Tripura,District_39,2022,460486,42275.41,13.92,72.71,5591.01,780.09
2596,Tripura,District_54,2018,1373983,41228.49,17.04,81.94,3915.6,102.6
2597,West Bengal,District_161,2018,1475595,61114.91,9.32,71.69,4091.22,534.44
2598,Arunachal Pradesh,District_289,2016,2786676,25069.88,5.25,47.37,3286.75,650.57
2599,Assam,District_200,2014,2140593,7257.94,20.83,88.95,1444.96,767.59
2600,Chhattisgarh,District_276,2012,1116903,27778.57,9.72,59.03,7382.42,655.41
2601,Chhattisgarh,District_16,2012,367605,12728.11,16.55,95.29,7084.91,657.73
2602,Andhra Pradesh,District_173,2018,2872781,77275.88,9.84,94.41,5428.37,1492.26
2603,Haryana,District_248,2018,2201251,46205.15,23.22,52.02,3548.02,1461.01
2604,Kerala,District_218,2021,2415331,35733.57,24.8,68.58,8226.87,130.21
2605,Telangana,District_87,2022,2474159,72965.03,16.4,48.24,1599.09,253.77
2606,Bihar,District_82,2020,2377786,72029.91,15.25,80.66,4345.76,1412.47
2607,Madhya Pradesh,District_62,2013,2632484,33261.63,21.1,91.12,6535.15,479.18
2608,Tamil Nadu,District_287,2020,818941,69979.44,13.15,78.9,8215.0,917.7
2609,Manipur,District_42,2010,557132,5131.43,21.8,55.63,6496.14,1197.0
2610,Karnataka,District_12,2022,1468396,70858.67,10.62,44.58,1177.13,706.84
2611,Jharkhand,District_234,2019,2234430,24853.58,1.28,44.16,1013.02,25.91
2612,Assam,District_131,2014,1954595,45214.13,23.2,76.66,504.42,1242.29
2613,Sikkim,District_115,2023,2442928,21582.39,18.18,97.2,5599.81,1134.6
2614,Maharashtra,District_218,2017,1663789,78784.12,13.01,81.72,2429.47,63.11
2615,Meghalaya,District_137,2019,2926277,5751.68,23.65,83.84,1595.39,1346.16
2616,Jharkhand,District_106,2024,89533,35761.95,22.23,59.76,849.82,1285.66
2617,Delhi,District_179,2024,367163,49682.84,3.16,75.16,6417.91,413.29
2618,Jharkhand,District_16,2013,2345967,49252.82,15.8,59.0,7534.16,121.13
2619,Kerala,District_242,2019,92165,59103.28,13.68,94.1,8577.67,605.36
2620,Jammu & Kashmir,District_226,2019,1087913,57955.98,19.52,47.95,5954.17,1312.48
2621,Himachal Pradesh,District_242,2013,2869048,63453.48,7.87,77.92,3542.43,724.14
2622,Andhra Pradesh,District_141,2022,965297,18750.65,0.7,83.85,4704.19,423.08
2623,Chhattisgarh,District_199,2021,2313365,29646.81,5.04,81.91,6361.54,348.42
2624,Punjab,District_112,2023,473085,30568.83,5.67,55.44,7130.05,533.2
2625,Haryana,District_127,2018,53993,76467.61,7.64,69.16,6448.45,1490.93
2626,Karnataka,District_21,2024,608747,32750.86,9.57,79.8,9619.05,1317.76
2627,Kerala,District_147,2018,2613108,17757.32,17.81,95.86,7502.11,821.02
2628,Andhra Pradesh,District_89,2016,957303,50591.23,2.32,69.98,7506.24,1212.81
2629,Tripura,District_203,2019,1497452,34187.08,12.42,58.03,8198.07,475.09
2630,Sikkim,District_85,2017,2471902,20013.9,12.72,63.19,4603.84,923.2
2631,Punjab,District_167,2021,1431320,57213.69,15.59,72.48,2639.54,1309.25
2632,West Bengal,District_72,2021,2615299,15362.1,8.11,98.58,8162.41,552.16
2633,Tripura,District_298,2013,796754,50671.99,6.86,77.7,4641.85,1200.79
2634,Karnataka,District_9,2017,759719,34448.15,12.36,49.28,6071.8,921.87
2635,Chhattisgarh,District_281,2023,175947,25540.18,16.66,90.59,4295.97,923.42
2636,Manipur,District_258,2015,1616302,75679.12,1.59,50.89,3960.64,62.6
2637,Chhattisgarh,District_275,2022,181221,25959.36,7.69,42.32,6712.64,1348.99
2638,Kerala,District_238,2012,2906718,27807.11,19.79,46.01,6653.47,1164.44
2639,Chhattisgarh,District_20,2016,1323295,69652.36,12.36,87.17,3090.31,55.67
2640,Mizoram,District_233,2012,1147841,10332.18,23.82,94.11,1889.93,916.51
2641,Mizoram,District_221,2020,1220428,8654.42,21.75,56.09,1313.33,1119.11
2642,Telangana,District_17,2016,811244,22623.8,8.93,69.89,1137.87,1192.89
2643,Kerala,District_89,2014,573810,47334.96,18.29,75.83,8177.02,133.73
2644,Telangana,District_196,2013,1517466,30750.17,7.22,65.12,2861.57,960.27
2645,West Bengal,District_84,2012,2354172,48688.27,4.79,43.92,6785.45,350.23
2646,Manipur,District_87,2017,2320399,12788.45,22.08,43.4,2874.32,677.71
2647,Manipur,District_154,2013,1102542,20923.45,9.08,66.42,6667.6,790.16
2648,Goa,District_228,2017,500911,45217.34,5.48,87.87,9841.41,41.99
2649,Kerala,District_264,2019,1296364,17379.76,24.14,45.08,659.66,450.01
2650,Uttarakhand,District_223,2012,1765635,33830.14,1.26,52.34,6537.59,1196.37
2651,Delhi,District_121,2019,2273314,45816.1,9.49,56.19,2825.9,1263.68
2652,Punjab,District_173,2022,2390495,77892.34,1.44,73.55,829.03,495.69
2653,Nagaland,District_4,2018,1538569,6400.13,12.85,42.59,789.85,663.25
2654,Maharashtra,District_128,2015,2044567,36838.51,10.33,91.6,3716.7,1246.96
2655,Arunachal Pradesh,District_110,2024,2771349,31707.71,18.16,68.24,5406.16,301.98
2656,Himachal Pradesh,District_37,2014,2277383,65941.06,23.87,69.11,6472.98,1096.73
2657,Chhattisgarh,District_71,2014,541976,72024.77,13.23,59.59,5675.32,611.57
2658,Punjab,District_289,2022,957261,72561.98,7.49,52.72,8979.56,1480.67
2659,Uttar Pradesh,District_31,2012,261738,30017.39,21.87,61.82,1535.43,903.07
2660,Delhi,District_268,2011,2592173,24379.37,15.31,94.8,8290.08,222.96
2661,Andhra Pradesh,District_11,2015,2686979,35936.49,14.06,45.65,5282.32,258.63
2662,Tamil Nadu,District_32,2020,777455,27525.46,5.12,43.64,8605.65,41.93
2663,Assam,District_57,2010,660423,57510.89,1.49,46.87,4266.69,1072.53
2664,Goa,District_166,2024,1917696,17093.55,11.8,86.62,4818.05,665.56
2665,Chhattisgarh,District_188,2024,966285,52698.14,13.44,42.9,4223.23,17.44
2666,Rajasthan,District_19,2023,1286979,74159.73,3.61,59.99,964.75,153.03
2667,Uttarakhand,District_116,2016,1199607,22400.29,1.96,65.49,1450.14,434.84
2668,Chhattisgarh,District_184,2024,2855917,54154.48,5.79,70.43,5175.34,636.75
2669,Andhra Pradesh,District_270,2014,491676,11493.45,2.05,40.19,5332.14,1407.73
2670,Mizoram,District_33,2013,442474,9719.5,1.88,69.21,4678.03,812.4
2671,Odisha,District_10,2018,1310622,9260.4,11.38,51.7,128.55,1341.46
2672,Maharashtra,District_80,2019,2260691,11090.87,20.35,45.87,5055.82,376.54
2673,Kerala,District_192,2010,1462848,17301.03,16.77,72.0,1337.33,499.02
2674,Jharkhand,District_190,2020,2906148,45030.81,17.15,84.65,5663.78,1321.32
2675,Punjab,District_68,2024,2427554,61361.18,6.93,96.08,2882.81,737.55
2676,Rajasthan,District_125,2013,108813,10157.29,0.77,94.76,9914.98,885.65
2677,Nagaland,District_59,2012,1867470,69602.5,11.54,63.94,3592.55,861.69
2678,Telangana,District_97,2015,61682,67418.88,9.74,82.24,8208.09,968.42
2679,Uttarakhand,District_275,2014,2629168,58193.77,23.71,81.74,2456.02,883.84
2680,Karnataka,District_149,2016,1716567,34083.0,2.26,64.73,1894.93,1041.85
2681,Jammu & Kashmir,District_278,2022,1864982,134.56,19.52,45.89,2210.96,221.77
2682,Arunachal Pradesh,District_265,2010,1430812,58783.85,9.94,62.92,3331.24,1066.23
2683,Tripura,District_9,2022,1416897,70320.1,20.83,99.54,8488.68,226.75
2684,Nagaland,District_283,2014,1953803,26829.56,12.63,73.3,7639.63,511.29
2685,Delhi,District_273,2023,2531404,57441.83,20.6,60.48,4354.34,1247.19
2686,Tripura,District_8,2011,1138190,4973.19,11.94,84.63,1880.97,912.07
2687,Gujarat,District_208,2011,670634,56762.49,10.35,81.18,487.17,1450.78
2688,Telangana,District_125,2020,2679907,5474.0,24.11,74.73,6185.46,379.19
2689,Manipur,District_123,2024,908041,46979.04,9.54,78.25,7067.55,1381.19
2690,Karnataka,District_33,2020,2040575,47808.29,20.23,75.1,6061.43,963.24
2691,Nagaland,District_1,2011,2488716,24179.5,2.14,97.38,5012.59,554.49
2692,Tamil Nadu,District_204,2018,346574,6339.03,2.03,70.55,9728.63,1180.4
2693,Kerala,District_6,2019,2129117,75947.29,11.23,75.41,246.73,1432.35
2694,Goa,District_297,2012,501368,42850.84,14.85,68.3,9884.08,1169.56
2695,Punjab,District_5,2013,690918,46384.85,15.41,76.01,2763.22,10.7
2696,Tamil Nadu,District_80,2024,589095,49205.52,1.39,93.45,3831.51,16.39
2697,Jammu & Kashmir,District_274,2014,843952,71284.92,17.57,60.39,7525.36,190.13
2698,Madhya Pradesh,District_177,2023,1490737,4829.85,3.68,69.75,2271.23,1276.24
2699,Punjab,District_136,2013,1707894,71464.09,23.91,66.92,7098.53,1125.62
2700,Meghalaya,District_25,2013,1660531,19181.72,8.67,63.88,3325.58,960.02
2701,Nagaland,District_183,2014,940209,6245.24,6.91,89.26,9405.59,1042.06
2702,Jharkhand,District_168,2019,2290303,52584.7,7.64,53.92,1717.16,930.09
2703,West Bengal,District_178,2024,1495502,78158.28,23.47,70.0,9317.85,522.48
2704,Tamil Nadu,District_95,2018,2671550,4588.79,12.33,95.48,7910.75,1080.95
2705,Haryana,District_33,2021,1971040,34095.48,11.15,49.68,1702.45,1402.71
2706,Nagaland,District_111,2018,267677,42387.46,14.36,40.28,3876.36,1124.76
2707,Rajasthan,District_146,2023,1606640,20177.0,23.3,55.91,1043.05,1301.08
2708,Andhra Pradesh,District_231,2023,970806,78629.94,8.05,95.34,5997.25,356.5
2709,Tamil Nadu,District_272,2015,1117943,51280.65,4.93,45.26,9605.28,524.58
2710,Haryana,District_38,2020,2696982,67549.61,15.09,48.22,792.4,762.1
2711,Delhi,District_135,2021,2194686,33268.06,12.55,59.22,2581.21,707.77
2712,Goa,District_235,2023,2467145,28322.93,2.02,86.18,7553.59,699.51
2713,Chhattisgarh,District_160,2012,2537796,44257.1,13.29,85.08,4583.21,961.19
2714,Manipur,District_38,2015,782275,34827.92,14.28,45.22,3389.62,1283.23
2715,Sikkim,District_150,2019,1673487,57198.69,17.51,96.03,6011.95,1330.86
2716,Manipur,District_29,2013,632499,21272.79,24.89,54.33,2939.78,226.6
2717,Arunachal Pradesh,District_144,2012,1798834,35972.79,10.83,56.84,3288.64,136.14
2718,Andhra Pradesh,District_76,2015,1844493,71611.67,13.0,63.19,8061.13,467.51
2719,Tamil Nadu,District_145,2024,2276898,60491.07,2.34,78.07,3915.9,1106.1
2720,Tamil Nadu,District_229,2020,1292852,13453.93,20.87,71.28,7005.6,1190.39
2721,Uttar Pradesh,District_64,2015,2085278,70950.32,2.9,95.72,1507.71,575.53
2722,Karnataka,District_269,2011,102519,47125.44,23.38,73.88,3988.27,466.36
2723,Jharkhand,District_184,2018,2584943,54346.18,9.04,91.42,5519.25,196.61
2724,Jammu & Kashmir,District_261,2017,2955265,23547.58,8.77,44.69,2673.04,358.11
2725,Nagaland,District_268,2015,1756180,35329.13,8.55,91.35,4216.07,152.06
2726,Nagaland,District_169,2010,1317195,64546.93,23.79,51.86,7598.26,456.47
2727,Mizoram,District_259,2021,1629937,26460.79,24.51,61.75,1615.13,1014.51
2728,Uttar Pradesh,District_227,2011,917536,13213.28,24.34,59.19,5007.56,194.3
2729,Haryana,District_33,2024,475908,30270.61,17.77,60.24,2617.89,482.63
2730,Manipur,District_214,2013,2982075,5546.8,3.22,95.12,4102.44,793.43
2731,Haryana,District_50,2016,1102020,57431.34,9.97,66.5,3753.94,491.33
2732,Mizoram,District_210,2018,192920,11828.2,7.59,56.08,6553.44,659.92
2733,Kerala,District_29,2019,1730735,22817.22,17.86,57.66,7671.7,745.81
2734,Uttarakhand,District_39,2014,1402578,70487.67,12.57,88.2,4997.43,1162.74
2735,Haryana,District_100,2019,1249504,43244.41,15.6,72.35,1665.94,1264.8
2736,Tripura,District_173,2011,2070988,25713.86,0.71,66.97,8686.26,289.39
2737,Maharashtra,District_17,2024,216540,43817.87,19.68,95.61,1862.1,554.63
2738,Bihar,District_56,2022,1427617,17470.03,23.83,95.8,5784.55,863.16
2739,Andhra Pradesh,District_226,2020,442455,2023.6,16.9,85.37,5273.07,749.57
2740,Andhra Pradesh,District_46,2020,1943359,48302.56,21.37,71.08,2866.68,121.55
2741,Odisha,District_67,2020,587183,57132.93,12.22,47.0,9529.47,518.1
2742,Meghalaya,District_197,2010,1487735,70383.74,1.0,82.48,6766.68,342.06
2743,Maharashtra,District_142,2019,2164711,61752.95,24.77,88.91,4699.86,626.48
2744,Rajasthan,District_23,2023,946507,74134.95,1.94,91.12,4434.92,507.64
2745,Meghalaya,District_94,2022,682861,78876.42,5.22,74.91,924.64,1043.38
2746,Chhattisgarh,District_242,2023,298236,59597.39,1.78,77.01,7806.83,602.77
2747,Himachal Pradesh,District_237,2010,1265167,69435.18,15.81,82.56,836.53,363.05
2748,Uttar Pradesh,District_54,2014,1869776,53901.78,14.79,92.44,2007.29,929.86
2749,Jammu & Kashmir,District_138,2023,2923188,13683.31,5.64,42.73,1645.03,1090.61
2750,West Bengal,District_272,2016,2452120,14544.38,23.94,73.79,681.65,163.29
2751,Arunachal Pradesh,District_41,2018,2411056,8829.65,22.88,62.15,8295.86,377.6
2752,Nagaland,District_98,2018,2108628,75438.55,7.36,89.99,9062.96,314.0
2753,Goa,District_183,2017,920848,53823.41,16.64,48.03,6255.21,302.43
2754,Himachal Pradesh,District_128,2010,103138,63194.88,21.45,94.58,8777.56,1353.07
2755,Andhra Pradesh,District_229,2014,1306609,26499.28,9.32,47.44,6750.66,189.92
2756,Himachal Pradesh,District_86,2015,1161196,36839.13,6.71,45.36,6850.09,1306.83
2757,Tripura,District_256,2015,2130591,3191.96,6.78,60.79,8894.72,591.46
2758,Meghalaya,District_209,2013,8400,71121.7,20.6,99.68,919.38,961.56
2759,Madhya Pradesh,District_215,2010,1143552,68241.74,11.85,78.03,547.41,661.98
2760,Himachal Pradesh,District_100,2012,2345457,62787.06,18.03,41.59,536.01,898.52
2761,Rajasthan,District_49,2019,1078186,4673.58,16.43,54.96,4179.11,827.93
2762,Madhya Pradesh,District_201,2024,580644,13948.24,8.0,48.95,9463.95,649.99
2763,Himachal Pradesh,District_258,2024,488055,26740.31,5.6,40.06,8699.34,413.26
2764,Karnataka,District_178,2013,836694,21052.38,3.58,70.9,7819.66,1396.38
2765,Bihar,District_245,2013,1555068,67078.4,1.09,62.87,4039.21,1374.04
2766,Arunachal Pradesh,District_123,2022,1317348,15594.91,2.49,76.8,8241.84,107.6
2767,Delhi,District_171,2013,1420788,42574.64,6.78,52.98,2184.98,336.06
2768,Goa,District_136,2023,2701497,45714.77,17.98,89.86,5853.56,861.53
2769,Maharashtra,District_59,2014,633337,34006.7,4.3,62.99,7459.25,1470.69
2770,Bihar,District_193,2022,2079135,19262.63,13.32,68.97,924.5,1091.43
2771,Goa,District_268,2024,589141,76823.94,6.51,83.95,8741.37,1227.69
2772,Odisha,District_260,2024,1349778,33077.81,13.04,49.97,7273.22,472.02
2773,Goa,District_95,2020,1896170,58187.53,18.88,55.74,5332.83,329.15
2774,Arunachal Pradesh,District_125,2018,2983000,14731.88,7.02,49.29,624.18,339.72
2775,Nagaland,District_41,2013,984898,65826.67,9.02,86.08,6945.22,725.44
2776,Madhya Pradesh,District_254,2018,1203618,17279.19,18.21,45.85,4472.56,1287.86
2777,Himachal Pradesh,District_7,2018,1482110,54027.78,13.89,69.34,7366.8,325.34
2778,Tamil Nadu,District_216,2010,2938691,40524.62,2.82,84.99,363.8,855.91
2779,Odisha,District_69,2014,2950537,11733.11,19.07,70.47,5747.64,1213.38
2780,Madhya Pradesh,District_69,2018,767435,2005.69,7.3,70.52,4470.26,751.03
2781,Karnataka,District_81,2013,1017883,74460.55,9.93,43.82,4298.21,625.94
2782,Andhra Pradesh,District_30,2014,54108,10063.98,6.51,86.97,5175.77,520.45
2783,Telangana,District_73,2013,777045,56399.06,13.81,76.24,1236.78,901.07
2784,Jammu & Kashmir,District_262,2022,2731727,52218.27,17.84,80.05,9354.52,1226.72
2785,Sikkim,District_89,2011,1678298,27344.19,20.18,85.95,7047.05,1494.2
2786,Gujarat,District_208,2019,2650033,14838.78,23.09,73.64,848.58,1304.17
2787,Tripura,District_213,2011,1417764,14274.48,9.3,70.52,794.69,679.67
2788,Rajasthan,District_266,2011,941388,46830.37,23.35,79.79,2106.7,119.78
2789,Manipur,District_293,2022,2423282,43758.23,15.62,94.0,2397.3,181.69
2790,Andhra Pradesh,District_207,2010,782499,70076.04,10.05,78.31,4921.55,44.96
2791,Kerala,District_77,2012,665667,51203.85,22.24,87.3,5364.6,544.63
2792,Uttar Pradesh,District_288,2024,1852912,65543.81,14.7,68.82,1458.16,722.85
2793,Gujarat,District_47,2023,2993655,2602.72,11.63,75.37,9735.32,1231.09
2794,Manipur,District_110,2020,2054497,53682.74,0.78,50.81,8247.71,129.52
2795,Rajasthan,District_200,2019,361858,18704.35,18.08,69.31,6334.91,342.95
2796,Odisha,District_210,2010,2555916,20234.59,2.4,48.93,2779.13,766.47
2797,West Bengal,District_154,2013,2508950,57648.92,7.59,68.02,9103.41,1274.81
2798,Delhi,District_10,2010,325109,63476.7,24.06,43.9,3152.51,132.37
2799,Tripura,District_157,2013,2865959,29745.12,4.3,74.57,3192.44,365.91
2800,Andhra Pradesh,District_261,2012,244027,63208.24,8.14,57.2,3529.32,816.31
2801,Mizoram,District_77,2018,2765537,35505.14,23.34,90.5,479.45,487.22
2802,Mizoram,District_257,2010,1758380,68613.05,8.77,62.58,618.63,1488.6
2803,Assam,District_131,2023,2539312,2002.05,8.55,95.07,4758.08,678.75
2804,Kerala,District_67,2017,2294411,6688.77,16.37,68.37,8817.55,1367.12
2805,Goa,District_228,2020,1138300,62110.38,3.72,90.93,9423.75,1411.39
2806,Uttar Pradesh,District_163,2018,1585468,49930.93,24.33,57.84,7757.2,389.89
2807,Karnataka,District_15,2021,241515,44726.03,7.24,67.1,4044.28,490.42
2808,Assam,District_232,2016,1561307,49122.16,19.75,78.02,3104.98,486.88
2809,Haryana,District_195,2010,2522658,74415.95,7.55,55.52,2157.12,655.03
2810,Maharashtra,District_30,2013,2601500,52446.41,7.25,79.44,5384.55,95.66
2811,Maharashtra,District_296,2019,2304963,51801.61,1.91,57.32,4824.66,1211.22
2812,Jharkhand,District_220,2010,2896455,60760.08,3.42,69.06,4669.02,197.15
2813,Arunachal Pradesh,District_147,2013,740558,69330.99,13.29,41.4,3162.3,1340.6
2814,Maharashtra,District_259,2024,107318,20960.38,14.63,44.69,5819.31,865.3
2815,Himachal Pradesh,District_292,2012,2703421,49343.74,20.49,53.63,6079.36,722.75
2816,Assam,District_299,2011,116376,46722.16,1.98,88.39,8751.96,991.52
2817,Rajasthan,District_143,2010,2475654,10796.61,9.23,79.62,7614.06,1399.72
2818,Uttar Pradesh,District_235,2015,139577,41630.15,5.4,93.61,3298.96,445.7
2819,Haryana,District_115,2021,2536846,5573.35,9.27,94.28,3795.43,406.01
2820,Meghalaya,District_90,2016,1985498,14804.92,9.18,62.48,2395.08,555.45
2821,Arunachal Pradesh,District_208,2015,2870548,73037.92,9.18,62.05,1708.61,730.73
2822,Goa,District_164,2018,1371977,9548.26,8.09,90.14,1089.0,114.48
2823,West Bengal,District_84,2021,2098013,46317.51,19.22,65.59,341.3,1020.3
2824,Rajasthan,District_77,2018,2289282,25885.22,17.4,91.43,4176.88,781.82
2825,Delhi,District_161,2011,1140571,44429.51,8.87,70.36,9591.22,810.34
2826,Uttar Pradesh,District_5,2024,1993283,18805.53,4.09,65.48,5380.16,375.22
2827,Tripura,District_78,2024,622854,35555.91,13.2,56.74,7421.59,1261.06
2828,Kerala,District_91,2011,1169074,69388.0,23.01,47.59,3977.28,597.69
2829,Chhattisgarh,District_87,2018,615884,30103.6,3.53,71.55,3844.12,978.74
2830,Arunachal Pradesh,District_270,2010,221382,28248.94,18.95,59.51,1252.11,360.85
2831,Meghalaya,District_104,2014,314061,35694.99,15.18,54.97,2998.58,1224.62
2832,Chhattisgarh,District_175,2010,2594282,8048.42,14.92,50.18,9286.73,450.27
2833,Manipur,District_54,2016,130154,30993.89,23.4,63.32,4902.07,1382.61
2834,Kerala,District_211,2018,1336650,561.95,23.92,73.35,2043.51,682.73
2835,Bihar,District_95,2015,608317,40276.74,6.47,90.22,6637.57,218.58
2836,Manipur,District_223,2023,2598699,67836.81,20.31,89.21,4054.54,917.18
2837,Karnataka,District_9,2011,1321444,44170.33,15.71,91.3,8273.36,835.39
2838,Meghalaya,District_53,2015,2167890,48621.94,10.52,74.57,928.37,632.73
2839,Tamil Nadu,District_77,2018,138099,2454.76,16.81,73.57,5218.12,1229.75
2840,Goa,District_206,2012,2083339,68762.6,23.92,94.31,8012.14,632.51
2841,Maharashtra,District_112,2018,1199455,30806.43,13.16,57.31,8537.85,205.2
2842,Nagaland,District_165,2017,68109,77988.47,23.53,48.73,3963.52,43.85
2843,Kerala,District_279,2024,1619713,9646.02,16.25,44.97,7410.44,1338.35
2844,Uttarakhand,District_27,2022,267322,75574.3,12.33,92.86,9657.1,700.59
2845,Karnataka,District_70,2021,2595651,50746.93,16.28,62.31,6219.32,844.88
2846,Madhya Pradesh,District_218,2016,602009,4196.7,15.26,69.92,8115.92,173.0
2847,Rajasthan,District_189,2017,1834326,77736.21,10.83,88.18,5737.54,734.63
2848,Tamil Nadu,District_124,2019,655050,1119.71,14.28,62.39,7902.15,800.51
2849,Karnataka,District_19,2015,2630424,58458.71,17.73,92.08,9406.99,698.41
2850,Tamil Nadu,District_257,2012,1379816,71163.5,21.05,59.3,7114.65,1431.23
2851,Meghalaya,District_296,2016,2975525,14073.17,7.96,83.94,1544.37,857.51
2852,Manipur,District_22,2013,1567002,27475.14,0.86,80.04,819.29,1461.61
2853,Rajasthan,District_40,2020,237359,44902.73,14.0,52.08,8120.88,230.85
2854,West Bengal,District_38,2019,1985715,54387.94,12.49,47.47,2583.74,1371.37
2855,Manipur,District_48,2023,734438,69751.35,1.83,46.69,8752.66,829.83
